threshold,precision,recall
1.316069,0.9544364508393285,0.29701492537313434
1.314444,0.9522673031026253,0.29776119402985074
1.313907,0.9523809523809523,0.29850746268656714
1.313631,0.9502369668246445,0.2992537313432836
1.313715,0.9524940617577197,0.2992537313432836
1.313457,0.950354609929078,0.3
1.313089,0.9504716981132075,0.30074626865671644
1.313078,0.9505882352941176,0.30149253731343284
1.312227,0.9507042253521126,0.30223880597014924
1.312192,0.9508196721311475,0.3029850746268657
1.312057,0.9509345794392523,0.3037313432835821
1.311767,0.951048951048951,0.3044776119402985
1.308767,0.9467592592592593,0.30522388059701494
1.309294,0.9489559164733179,0.30522388059701494
1.309807,0.9511627906976744,0.30522388059701494
1.307565,0.9468822170900693,0.30597014925373134
1.306328,0.9470046082949308,0.30671641791044774
1.30622,0.9471264367816092,0.3074626865671642
1.306069,0.9472477064220184,0.3082089552238806
1.305894,0.9473684210526315,0.30895522388059704
1.305828,0.9474885844748858,0.30970149253731344
1.305813,0.9476082004555809,0.31044776119402984
1.304709,0.9477272727272728,0.3111940298507463
1.304628,0.9478458049886621,0.3119402985074627
1.303316,0.9479638009049773,0.3126865671641791
1.303075,0.9480812641083521,0.31343283582089554
1.302518,0.946067415730337,0.31417910447761194
1.302651,0.9481981981981982,0.31417910447761194
1.302236,0.9461883408071748,0.31492537313432833
1.302102,0.9463087248322147,0.3156716417910448
1.301673,0.9464285714285714,0.3164179104477612
1.300992,0.9465478841870824,0.31716417910447764
1.300051,0.9466666666666667,0.31791044776119404
1.299548,0.9467849223946785,0.31865671641791044
1.299022,0.9469026548672567,0.3194029850746269
1.298664,0.9470198675496688,0.3201492537313433
1.297631,0.947136563876652,0.3208955223880597
1.29711,0.9451754385964912,0.32164179104477614
1.297377,0.9472527472527472,0.32164179104477614
1.295922,0.9411764705882353,0.32238805970149254
1.296013,0.9432314410480349,0.32238805970149254
1.296079,0.9452954048140044,0.32238805970149254
1.295775,0.941304347826087,0.32313432835820893
1.295058,0.9414316702819957,0.3238805970149254
1.294769,0.9415584415584416,0.3246268656716418
1.294004,0.9396551724137931,0.3253731343283582
1.294442,0.9416846652267818,0.3253731343283582
1.29388,0.9397849462365592,0.32611940298507464
1.292738,0.9399141630901288,0.32686567164179103
1.292683,0.9400428265524625,0.3276119402985075
1.291963,0.9381663113006397,0.3283582089552239
1.29234,0.9401709401709402,0.3283582089552239
1.291514,0.9382978723404255,0.3291044776119403
