threshold,tpr,fpr
1.091449,0.5979557069846678,0.038372392480041206
1.091288,0.5996592844974447,0.038372392480041206
1.090635,0.5996592844974447,0.03862992531547772
1.090094,0.6013628620102215,0.03862992531547772
1.089768,0.6013628620102215,0.03888745815091424
1.089676,0.6013628620102215,0.03914499098635076
1.089653,0.6013628620102215,0.03940252382178728
1.089229,0.6030664395229983,0.03940252382178728
1.089142,0.6047700170357752,0.03940252382178728
1.08807,0.6047700170357752,0.039660056657223795
1.087807,0.606473594548552,0.039660056657223795
1.087256,0.606473594548552,0.03991758949266031
1.087148,0.6081771720613288,0.03991758949266031
1.087041,0.6098807495741057,0.03991758949266031
1.086861,0.6115843270868825,0.03991758949266031
1.08537,0.6115843270868825,0.040175122328096835
1.085149,0.6132879045996593,0.040175122328096835
1.085009,0.6149914821124361,0.040175122328096835
1.08491,0.6149914821124361,0.04043265516353335
1.084876,0.6149914821124361,0.04069018799896987
1.084634,0.6149914821124361,0.040947720834406384
1.084563,0.6149914821124361,0.04120525366984291
1.084189,0.6149914821124361,0.041462786505279424
1.082421,0.616695059625213,0.041462786505279424
1.081811,0.6183986371379898,0.041462786505279424
1.081715,0.6183986371379898,0.04172031934071594
1.080903,0.6201022146507666,0.04172031934071594
1.080777,0.6218057921635435,0.04172031934071594
1.080374,0.6235093696763203,0.04172031934071594
1.080231,0.6252129471890971,0.04172031934071594
1.080104,0.6252129471890971,0.04197785217615246
1.079977,0.6252129471890971,0.04223538501158898
1.079813,0.6252129471890971,0.042492917847025496
1.079412,0.626916524701874,0.042492917847025496
1.079401,0.6286201022146508,0.042492917847025496
1.07932,0.6286201022146508,0.04275045068246201
1.07826,0.6286201022146508,0.04300798351789853
1.077837,0.6286201022146508,0.04326551635333505
1.077672,0.6286201022146508,0.04352304918877157
1.07727,0.6286201022146508,0.043780582024208085
1.076663,0.6303236797274276,0.043780582024208085
1.076014,0.6303236797274276,0.0440381148596446
1.075588,0.6320272572402045,0.0440381148596446
1.075441,0.6320272572402045,0.044295647695081125
1.075283,0.6320272572402045,0.04455318053051764
1.074341,0.6320272572402045,0.04481071336595416
1.073722,0.6337308347529813,0.04481071336595416
1.072349,0.6354344122657581,0.04481071336595416
1.0723,0.637137989778535,0.04481071336595416
1.071305,0.637137989778535,0.045068246201390674
1.070394,0.6388415672913118,0.045068246201390674
1.069599,0.6388415672913118,0.0453257790368272
1.069538,0.6405451448040886,0.0453257790368272
1.069417,0.6422487223168655,0.0453257790368272
1.0689,0.6422487223168655,0.045583311872263714
1.068247,0.6439522998296422,0.045583311872263714
1.068025,0.6439522998296422,0.04584084470770023
1.067238,0.6439522998296422,0.04609837754313675
1.066585,0.6439522998296422,0.04635591037857327
1.066348,0.645655877342419,0.04635591037857327
1.066255,0.6473594548551959,0.04635591037857327
1.066207,0.6473594548551959,0.046613443214009787
1.065285,0.6473594548551959,0.0468709760494463
